,,,,,,
,-0.1,,,,,
,0.0,,,,,
,1.0,,,,,
,0.9,,,,,
,0.0,,,,,
,2.1,,,,,
,4.9,,,,,
,0.9,,,,,
,1.4,,,,,
,-3.0,,,,,
,-4.4,,,,,
,-5.2,,,,,
,-4.0,,,,,
,-4.8,,,,,
,-2.4,,,,,
,-9.4,,,,,
,-7.2,,,,,
